RefundOptions	I paid for a remote visit with my boyfriend today at 2:05 to 2:25 this afternoon and he was in lock down and I didn't know about him being in lock down and I was wanting to see if I could either get a refund or get my account credited for a future remote visit.
RefundOptions	I purchased stamps and it charged my card but I never received stamps
RefundOptions	I put funds on my account and it's not there ?
RefundOptions	I put money on my account and I still can't talk to my husband
RefundOptions	I put money on my account and when they call it's saying I need to put money on the account
RefundOptions	I put money on the phone and stamps it took my money and there is no money on the account
RefundOptions	I put money on the video system by mistake. Could you please move it for phone calls only or give me a refund
RefundOptions	I tried to add money to the phone it said it couldn't process the payment but it took $12 off my card and it didn't add money to the phone.
RefundOptions	I trying to log in to put money my husband debit account.
RefundOptions	I want to delete my account but with the money in it will that get refunded back to Meg
RefundOptions	I was charged 5 times for stamps today
RefundOptions	I was charged for stamps and didn't get them
RefundOptions	I was charged twice for the same transaction
RefundOptions	I was charged twice to purchase stamps and did not receive any You told me my card was declined however I have two pending charges
RefundOptions	I was just paroled out and would like to know how I go about getting the remaining money from you that was on my Illinois department of corrections telephone account
RefundOptions	I was trying to schedule a video visit, it said it was unable to process payment. However it charged to my card several times, and sent an email saying cancellation request successful.
RefundOptions	I went to my securus account yesterday 12/13/2022 to purchase 20 stamps for E-messaging and the purchase order kept saying the address didn't match the account, it kept giving my old address so I had to enter my credit card information 3 different times well all 3 times it took $8.77 ×3 and it didn't even give me my 20 stamps so I need to get my $26.31 refunded to my card immediately please and I also need my 20 stamps , I'm on a very limited income and the sooner the better thank you God Bless
RefundOptions	I went to purchase stamps and I keep receiving the error that my card on file is invalid and it's not but Securus took 5 payments
RefundOptions	I would like to transfer my balance in my video connect credit bsck
RefundOptions	I'm trying to get my number added without waiting 24hours
RefundOptions	I've been charged four times
RefundOptions	Is there anyway I can get my money refunded back to my account?
RefundOptions	just tried to buy stamps an it took my money and didnt give me my stamps??
RefundOptions	My account was not closed by me and I had money on it
RefundOptions	My card and others cards are being declined when we go to put money on and there's money in our accounts
RefundOptions	My cards keep getting declined for payment
RefundOptions	MY CREDIT
RefundOptions	My stamps are not showing and I just purchased them
RefundOptions	My video session didn't go through they said they moved him so I have to reschedule and ask your company for a refund
RefundOptions	Paid for an account that my jail doesn't offer
RefundOptions	Refund for stamps I never received but money was taken off my bank card
RefundOptions	Reimburse for inmate calling
RefundOptions	See funds
RefundOptions	The jail is on lock down and I had a visit how do I get a refund
RefundOptions	When I try to send a message to inmate it's taking me I don't have enough stamps but I do food stamps
RefundOptions	Where did the money I put in here go ? I put 25.00
RefundOptions	Why did I get charged 45$
RefundOptions	Why have I been charged 6+ dollars twice today and on several different days for phone calls that were never connected?
RefundRequest	Get a credit back from a video not being done because of the facility having technical issues
RefundRequest	Getting a refund
RefundRequest	I have 2 accounts and i put money on wrong account need to switch it
RefundRequest	I need a refund
RefundRequest	I need my refund back
RefundRequest	I need my refund back because the video call wasn't working.
RefundRequest	I need to get a refund
RefundRequest	I paid for a video visit with a an inmate and then at the scheduled visit when I came to join it never showed the visit for me to be able to join. The visit so I need it refunded because I need to be able to have either my visit or the money for a new one
RefundRequest	Need refund from advance connect to sucures debit account
RefundRequest	Need to get a refund on ma
RefundRequest	Refund
RefundRequest	refund
RefundRequest	Refund for calling account
RefundRequest	refund on stamps
RefundRequest	Refunds
RefundRequest	They charged me twice for $ 18.00 and not one amount was posted to my account. It was done at 7 am this morning. I requested for the other $ 18.00 to be refunded back to me. I need to know what the problem seems to be. They claimed this morning it was going to be fixed and no response. I need a call back asap.
RefundRequest	Video visit refund
signuperror	I tried to sign up, but it didn't work
StampError	I purchased 5 stamps and it said it was unable to process the order, but I was charged 2 times for stamps and no stamps were put on my account
StampError	I purchased 50 stamps and it took the money out of my account but isn't showing up on my app
StampError	Money was taken from card after buying stamps but not showing I have stamps
TabletBroken	my family member who is incarcerated is having issues with his tablet. no phone, no customer site #, name, inmate #, pod, cell #. it wont let him unsubscribe. no media store.
TabletBroken	what if tablet is broken
TabletDownload	How does the inmate delete numbers on their pan list
TabletDownload	how long does it take for an inmate to receive e messages
TabletDownload	My boyfriend is not receiving my messages and cannot message anyone or access anything on his tablet.
TabletStatus	My incarcerated loved one has a tablet that was passed down by another inmate who was transferred out of the facility. How does he enable the tablet for himself?
TabletStatus	SCCC is switching to the unity pads from JP5 how much are they
TabletStatus	Tablet purchased
TabletStatus	When can I husband expect to receive his headphones for his tablet
VideoConnect	Can't schedule a video visit
VideoConnect	Cannot schedule a visited
VideoConnect	Charges for video visits
VideoConnect	Credit for video session
VideoConnect	Four video visits was purchase for 6:00pm and one for 5:30 for today but I have no video is it set up on my account... I need three of them the ones for 6:00 cancel and my money back on my card
VideoConnect	How can I cancel a video call that I scheduled for today
VideoConnect	HOW LONG DO IT TAKE SO I CAN SCHEDULE MY VISITATION
VideoConnect	How to start video call ?
VideoConnect	I can not pull up or locate inmate when trying to schedule a remote video session
VideoConnect	I did not see or speak to the individual that I was supposed to have the video chat with
VideoConnect	I didn't get my session fone video chat tonight
VideoConnect	I don't know why it not letting set up a video visit with my boyfriend it's says access denied
VideoConnect	I want to know why my video visit says unavailable
VideoConnect	I would like to add a number to be authorized to be a blessing to be called by my husband
VideoConnect	Inmate did not attend to video connect session
VideoConnect	Inmate didn't show up to video visit
VideoConnect	submit video connect credit request
VideoConnect	Trying to set up a video chat today and it says technical difficulties
VideoConnect	Video assistance
VideoConnect	Video chat session and the immate never got connected I have screenshots for proof that I waited the whole twenty mins for the immate to connect
VideoConnect	video connect
VideoConnect	video visit had problems. he didint hear me at all. through out the whole visit. the whole 20 mins i was trying to log on with different devices. and nothing at all worked.
VideoConnect	Video visitation
VideoConnect	Video visitation still pending
VideoConnect	viedio sesaion
VideoConnect	What are the procedures for me when I receive a video call from an inmate?
VideoConnect	what is the difference in remote video and onsite video?
VideoConnect	What number will show when calling from jail
VideoConnect	Why am I denied video chat access with my daughter
VideoConnect	Why can I not make a video session ?
VideoConnectError	I got kicked off the video call.
VideoConnectError	I had a video call with my husband last week. We had to cut the call short because the screen kept going black
VideoConnectError	I'm having issues with video chat I've set up several video chats with my loved one and I have yet to see him or talk to him
VideoConnectError	It won't let me schedule a video visit.
VideoConnectError	Not able to schedule a video call
VideoConnectError	The inmates video and audio wouldn't work
VideoConnectError	unable to schedule a video session
VideoConnectError	Why does it continue to say status pending on my video call
